PID,Code,Generic,INNCode,Concentration,Description,SID,UnitPrice,MarketShare,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,13.0,0.075,0.0,0,1,1,0,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,13.0,0.0775,0.0,1,0,0,0,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,13.0,0.12,0.0,0,0,0,1,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0622,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0627,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0632,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0634,0.0,0,0,0,0,0,0,0,1,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0637,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0667,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0672,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0677,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0682,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,60.0,0.0472,40.0,0,0,0,0,0,0,0,1,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,60.0,0.1621,0.0,0,0,0,1,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,60.0,0.163,0.0,0,1,1,0,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,65.0,0.0738,0.0,0,1,1,0,0,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,65.0,0.075,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,65.0,0.097,0.0,0,0,0,0,1,0,0,0,0
843.0,Lfx-500-(B)-80,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.07025,0.0,0,0,0,1,0,0,0,0,0
843.0,Lfx-500-(B)-80,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.071125,0.0,0,0,0,1,0,0,0,0,0
843.0,Lfx-500-(B)-80,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.0715,0.0,0,0,0,1,0,0,0,0,0
843.0,Lfx-500-(B)-80,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,17.0,0.07275,0.0,0,0,0,1,0,0,0,0,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,5.0,0.1,0.0,0,0,0,0,0,1,0,0,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,5.0,0.1,0.0,0,0,0,0,1,0,0,0,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,5.0,0.102,100.0,0,0,0,0,0,0,0,1,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,65.0,0.11,0.0,0,0,0,0,0,1,0,0,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,65.0,0.205,0.0,0,0,0,0,0,0,0,1,0
905.0,Lfx-750-(B)-100,Lfx-750,Levofloxacin,750 mg,Levofloxacin 750mg film coated tablets.,65.0,0.21,0.0,0,0,0,0,1,0,0,0,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",24.0,37.0,0.0,0,0,0,0,0,0,0,1,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",24.0,37.0,0.0,0,0,0,0,1,0,0,0,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",24.0,37.0,0.0,0,0,0,1,0,0,0,0,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.339,40.0,0,0,0,0,0,0,0,1,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.347,40.0,0,0,0,0,0,0,0,1,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.368,40.0,0,0,0,0,0,0,0,1,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.379,0.0,0,0,0,0,0,1,1,0,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.379,40.0,0,0,0,0,0,0,0,1,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.487,0.0,0,0,0,0,0,1,1,0,0
698.0,Lnz-600-(B)-10,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 1 blister",81.0,1.521,0.0,0,0,0,0,0,1,1,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",5.0,5.5,0.0,0,0,0,1,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",5.0,5.75,0.0,0,0,0,0,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",24.0,37.0,0.0,0,0,0,0,0,0,0,1,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,5.35,0.0,0,0,0,0,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,5.39,0.0,0,0,0,0,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,5.42,0.0,0,0,0,0,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,5.48,0.0,0,0,0,0,0,1,1,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,5.48,0.0,0,0,0,0,1,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,6.9,0.0,0,0,0,1,0,0,0,0,0
818.0,Lnz-600-(B)-20,Lnz-600,Linezolid ,600,"Linezolid 600 mg, 10 tablets x 2 blisters",65.0,6.9,0.0,0,1,1,0,0,0,0,0,0
1069.0,Lnz-600-(B)-100,Lnz-600,Linezolid ,600,Linezolid 600 mg film coated tablet,5.0,0.97,10.0,0,0,0,0,0,0,0,1,0
1069.0,Lnz-600-(B)-100,Lnz-600,Linezolid ,600,Linezolid 600 mg film coated tablet,65.0,1.4,60.0,0,0,0,0,0,0,0,1,0
1069.0,Lnz-600-(B)-100,Lnz-600,Linezolid ,600,Linezolid 600 mg film coated tablet,65.0,1.401,60.0,0,0,0,0,0,0,0,1,0
1057.0,Mfx-100-(B-DT)-100,Mfx-100,Moxifloxacin (hydrochloride),100 mg,"Each dispersible tablet contains Moxifloxacin hydrochloride 100mg, PhE",5.0,0.85,0.0,0,0,0,0,0,0,0,1,0
1057.0,Mfx-100-(B-DT)-100,Mfx-100,Moxifloxacin (hydrochloride),100 mg,"Each dispersible tablet contains Moxifloxacin hydrochloride 100mg, PhE",5.0,1.0,100.0,0,0,0,0,0,1,1,0,0
1057.0,Mfx-100-(B-DT)-100,Mfx-100,Moxifloxacin (hydrochloride),100 mg,"Each dispersible tablet contains Moxifloxacin hydrochloride 100mg, PhE",60.0,0.814,100.0,0,0,0,0,0,0,0,1,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.65,0.0,0,0,0,0,0,0,0,1,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.65,0.0,0,0,0,1,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.678,0.0,0,0,0,0,0,0,0,1,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.68,0.0,0,1,1,0,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.716,0.0,0,0,0,0,0,0,0,1,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,1.5,0.0,1,0,0,0,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,13.0,0.66,0.0,0,0,0,1,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,13.0,1.43,0.0,0,1,1,0,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,13.0,1.68,0.0,1,0,0,0,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,16.0,14.0,0.0,0,0,0,1,0,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.386,0.0,0,0,0,0,0,1,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.48,0.0,0,0,0,0,1,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.49,0.0,0,0,0,0,1,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.51,0.0,0,0,0,0,1,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.54,0.0,0,0,0,0,1,0,0,0,0
84.0,Mfx-400-(B)-5,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,1.476,0.0,0,1,1,0,0,0,0,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.277,50.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.35,0.0,0,0,0,0,0,1,1,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.446,0.0,0,0,0,0,1,0,0,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,5.0,0.6451,0.0,0,0,0,1,0,0,0,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,26.0,0.2079,10.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,26.0,0.2089,10.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,26.0,0.2095,10.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,60.0,0.247,20.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.29,0.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,65.0,0.338,0.0,0,0,0,0,0,1,1,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.265,30.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.275,30.0,0,0,0,0,0,0,0,1,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.31,0.0,0,0,0,0,0,1,1,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.32,0.0,0,0,0,0,0,1,1,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.34,0.0,0,0,0,0,0,1,1,0,0
845.0,Mfx-400-(B)-100,Mfx-400,Moxifloxacin,400 mg,Moxifloxacin 400 mg film coated tablets ,74.0,0.39,0.0,0,0,0,0,0,1,1,0,0
1000.0,Mrp-1-(V)-1,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for injection or infusion. ,11.0,46.0,0.0,0,0,0,0,0,0,0,1,0
1000.0,Mrp-1-(V)-1,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for injection or infusion. ,57.0,3.7,100.0,0,0,0,0,0,0,0,1,0
1000.0,Mrp-1-(V)-1,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for injection or infusion. ,57.0,4.1,0.0,0,0,0,0,0,1,0,0,0
1000.0,Mrp-1-(V)-1,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for injection or infusion. ,68.0,4.42,0.0,0,0,0,0,0,1,0,0,0
1000.0,Mrp-1-(V)-1,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for injection or infusion. ,68.0,4.48,0.0,0,0,0,0,0,1,0,0,0
1073.0,Mrp-1-(V)-10,Mrp-1,Meropenem,1 g,Meropenem 1 g powder for solution for infusion. ,11.0,4.6,0.0,0,0,0,0,0,0,0,1,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,5.0,0.058,0.0,0,0,0,1,0,0,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,5.0,0.06,0.0,0,0,0,0,0,1,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,5.0,0.06,0.0,0,1,1,0,0,0,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,13.0,0.048,0.0,0,1,1,0,0,0,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,13.0,0.0492,0.0,0,0,0,1,0,0,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,13.0,0.05,100.0,1,0,0,0,0,0,0,0,0
92.0,Ofx-200-(B)-100,Ofx-200,Ofloxacin,200 mg,Ofloxacin 200mg film coated tablets.,60.0,0.0343,0.0,0,0,0,0,0,1,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,13.0,0.0885,0.0,0,1,1,0,0,0,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,13.0,0.09,0.0,0,0,0,1,0,0,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,13.0,0.09,100.0,1,0,0,0,0,0,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,60.0,0.0571,0.0,0,0,0,0,0,1,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,60.0,0.109,0.0,0,0,0,1,0,0,0,0,0
91.0,Ofx-400-(B)-100,Ofx-400,Ofloxacin,400 mg,Ofloxacin 400mg film coated tablets.,60.0,0.1192,0.0,0,1,1,0,0,0,0,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.33333333333333,0.0,0,0,0,0,0,1,1,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.33333333333333,0.0,0,0,0,0,1,0,0,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.33333333333333,0.0,0,0,0,1,0,0,0,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.33333333333333,0.0,0,1,1,0,0,0,0,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.33333333333333,100.0,0,0,0,0,0,0,0,1,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.43333333333333,0.0,0,1,1,0,0,0,0,0,0
39.0,PAS-(H)-4-(S)-30,PAS-(H)-4,PAS Acid,4 g,PAS acid sachet 4g enteric coated delayed-release granules in sachets.,14.0,1.53333333333333,0.0,0,1,1,0,0,0,0,0,0
93.0,PAS-(Na)-100-(L)-1,PAS-(Na)-100,PAS Sodium Salt,"(60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",100 grams of P-aminosalicylate granules 60% w/w ,5.0,12.49,0.0,0,0,0,1,0,0,0,0,0
93.0,PAS-(Na)-100-(L)-1,PAS-(Na)-100,PAS Sodium Salt,"(60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",100 grams of P-aminosalicylate granules 60% w/w ,5.0,13.5,0.0,0,0,0,0,0,1,1,0,0
93.0,PAS-(Na)-100-(L)-1,PAS-(Na)-100,PAS Sodium Salt,"(60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",100 grams of P-aminosalicylate granules 60% w/w ,5.0,14.25,0.0,0,1,1,0,0,0,0,0,0
93.0,PAS-(Na)-100-(L)-1,PAS-(Na)-100,PAS Sodium Salt,"(60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",100 grams of P-aminosalicylate granules 60% w/w ,5.0,16.0,0.0,1,0,0,0,0,0,0,0,0
93.0,PAS-(Na)-100-(L)-1,PAS-(Na)-100,PAS Sodium Salt,"(60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",100 grams of P-aminosalicylate granules 60% w/w ,5.0,18.36,0.0,0,0,0,0,1,0,0,0,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.32,60.0,0,0,0,0,0,0,0,1,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.35,0.0,0,0,0,0,0,1,1,0,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.37,0.0,0,0,0,0,1,0,0,0,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.37,0.0,0,0,0,1,0,0,0,0,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.37,0.0,0,1,1,0,0,0,0,0,0
591.0,PAS-(Na)-4-(S)-25,PAS-(Na)-4,PAS Sodium Salt,Equivalent to 4 grams p-aminosalicylic acid,PAS sodium salt powder for oral soultion 5.52g sachet.,45.0,1.5,0.0,1,0,0,0,0,0,0,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.15,0.0,0,0,0,0,0,0,0,1,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.15,0.0,0,0,0,1,0,0,0,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.24,0.0,0,0,0,0,0,1,1,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.24,40.0,0,0,0,0,0,0,0,1,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.3,0.0,0,1,1,0,0,0,0,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.404,0.0,0,0,0,0,0,0,0,1,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.45,0.0,1,0,0,0,0,0,0,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.51,0.0,0,0,0,0,0,0,0,1,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.685,0.0,0,0,0,1,1,0,0,0,0
677.0,PAS-(Na)-4-(S)-30,PAS-(Na)-4,PAS Sodium Salt,"60% w/w) 9.2 g, (equivalent to 4 grams p-aminosalicylic acid)",9.2 grams of P-aminosalicylate granules 60% w/w ,5.0,1.69,0.0,0,0,0,0,1,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,4.0,0.0593,0.0,0,0,0,0,1,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,4.0,0.0853,0.0,0,0,0,0,0,1,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,4.0,0.0939,0.0,0,0,0,0,0,1,1,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,4.0,0.1057,0.0,0,0,0,0,0,0,0,1,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.08,0.0,0,0,0,0,0,1,1,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.1335,0.0,1,0,0,0,0,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.1373,0.0,1,0,0,0,0,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.1406,0.0,1,0,0,0,0,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.145,0.0,0,0,0,0,0,0,0,1,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.145,0.0,1,0,0,0,0,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.1452,0.0,1,0,0,0,0,0,0,0,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.1466,0.0,0,0,0,0,0,0,0,1,0
676.0,Pto-250-(B)-100,Pto-250,Prothionamide,250 mg,Prothionamide 250 mg film coated tablets.,15.0,0.149,0.0,0,0,0,1,0,0,0,0,0
