PID,Code,Generic,INNCode,Concentration,Description,SID,UnitPrice,MarketShare,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019
17.0,2-FDC/EH-400/150-(B)-672,EH-400/150,Ethambutol/Isoniazid,400 mg/150 mg,Ethambutol 400mg/Isoniazid 150mg film-coated tablets.,7.0,0.04971726190476,0.0,0,0,0,1,1,0,0,0,0
17.0,2-FDC/EH-400/150-(B)-672,EH-400/150,Ethambutol/Isoniazid,400 mg/150 mg,Ethambutol 400mg/Isoniazid 150mg film-coated tablets.,7.0,0.04988095238095,0.0,0,0,0,1,1,0,0,0,0
17.0,2-FDC/EH-400/150-(B)-672,EH-400/150,Ethambutol/Isoniazid,400 mg/150 mg,Ethambutol 400mg/Isoniazid 150mg film-coated tablets.,7.0,0.0500744047619,0.0,0,0,0,1,1,0,0,0,0
17.0,2-FDC/EH-400/150-(B)-672,EH-400/150,Ethambutol/Isoniazid,400 mg/150 mg,Ethambutol 400mg/Isoniazid 150mg film-coated tablets.,7.0,0.0503125,0.0,0,0,0,1,1,0,0,0,0
995.0,Eto-125-(B)-100,Eto-125,Ethionamide,125 mg,"Ethionamide 125 mg film coated tablets. 
",5.0,0.1,0.0,0,0,0,0,0,1,0,0,0
995.0,Eto-125-(B)-100,Eto-125,Ethionamide,125 mg,"Ethionamide 125 mg film coated tablets. 
",60.0,0.0814,100.0,0,0,0,0,0,0,0,1,0
1064.0,Eto-125-(B-DT)-100,Eto-125,Ethionamide,125 mg,Each dispersible tablet contains Ethionamide 125 mg  ,5.0,0.115,0.0,0,0,0,0,0,0,0,1,0
1064.0,Eto-125-(B-DT)-100,Eto-125,Ethionamide,125 mg,Each dispersible tablet contains Ethionamide 125 mg  ,5.0,0.2125,100.0,0,0,0,0,0,0,0,1,0
1064.0,Eto-125-(B-DT)-100,Eto-125,Ethionamide,125 mg,Each dispersible tablet contains Ethionamide 125 mg  ,60.0,0.202,100.0,0,0,0,0,0,0,0,1,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0657,0.0,0,0,0,1,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0679,0.0,0,1,1,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0757,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0775,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0777,0.0,0,0,0,0,0,1,1,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0784,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0792,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0793,0.0,0,0,0,0,1,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,4.0,0.0967,0.0,0,0,0,0,0,0,0,1,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.0615,0.0,0,0,0,0,1,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.064,0.0,0,0,0,0,0,1,1,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.066,0.0,0,0,0,1,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.066,0.0,0,1,1,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.0709,0.0,0,0,0,0,0,1,1,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.0725,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.0943,0.0,0,0,0,0,0,0,0,1,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,5.0,0.128,0.0,0,1,1,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,13.0,0.075,0.0,0,1,1,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,13.0,0.0825,0.0,1,0,0,0,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,13.0,0.111,0.0,0,0,0,1,0,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,60.0,0.067,0.0,0,0,0,0,0,1,1,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,60.0,0.0793,100.0,0,0,0,0,0,0,0,1,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,60.0,0.0799,0.0,0,0,0,0,1,0,0,0,0
94.0,Eto-250-(B)-100,Eto-250,Ethionamide,250 mg,Ethionamide 250 mg film coated tablets.,60.0,0.0841,0.0,0,0,0,1,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",3.0,0.0113,0.0,0,0,0,1,1,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0089,100.0,0,1,1,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0091,100.0,0,1,1,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0093,100.0,0,1,1,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0113,0.0,0,0,0,1,1,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0115,45.0,0,0,0,0,0,1,1,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",4.0,0.0129,40.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0085,0.0,0,0,0,1,1,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.011,55.0,0,0,0,0,0,1,1,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0111,55.0,0,0,0,0,0,1,1,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0112,55.0,0,0,0,0,0,1,1,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0113,55.0,0,0,0,0,0,1,1,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0115,0.0,0,1,1,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0119,60.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0121,60.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0123,60.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0125,60.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",5.0,0.0202,1.0,1,0,0,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",60.0,0.0109,10.0,0,0,0,0,0,0,0,1,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",62.0,0.025,0.0,0,1,1,0,0,0,0,0,0
56.0,H-100-(B)-100 (10x10),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",62.0,0.0275,0.0,0,1,1,0,0,0,0,0,0
711.0,H-100-(B)-100 (4x25),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",15.0,0.031,0.0,0,0,0,1,1,0,0,0,0
711.0,H-100-(B)-100 (4x25),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",15.0,0.031,0.0,0,1,1,0,0,0,0,0,0
711.0,H-100-(B)-100 (4x25),H-100,Isoniazid,100 mg,"Isoniazid 100mg, uncoated tablets.",15.0,0.0466,0.0,0,0,0,0,0,1,1,0,0
1062.0,H-100-(B-DT)-100,H-100,Isoniazid,100 mg,Each dispersible tablet contains Isoniasid 100mg BP,5.0,0.085,100.0,0,0,0,0,0,0,0,1,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.01898809523809,0.0,0,0,0,1,1,0,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02002976190476,60.0,0,0,0,0,0,0,0,1,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02002976190476,100.0,0,0,0,0,0,1,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02005952380952,60.0,0,0,0,0,0,0,0,1,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02005952380952,100.0,0,0,0,0,0,1,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02008928571428,60.0,0,0,0,0,0,0,0,1,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02008928571428,100.0,0,0,0,0,0,1,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02011904761904,60.0,0,0,0,0,0,0,0,1,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02011904761904,100.0,0,0,0,0,0,1,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,5.0,0.02011904761904,100.0,0,1,1,0,0,0,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,7.0,0.02083333333333,0.0,0,0,0,0,0,1,0,0,0
21.0,H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg uncoated tablets.,60.0,0.0192113095238,40.0,0,0,0,0,0,0,0,1,0
636.0,MDR-H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg film-uncoated tablets,5.0,0.01898809523809,100.0,0,0,0,1,1,0,0,0,0
636.0,MDR-H-300-(B)-672,H-300,Isoniazid,300 mg,Isoniazid 300mg film-uncoated tablets,5.0,0.02011904761904,100.0,0,1,1,0,0,0,0,0,0
1032.0,H-300-(B)-100 RNTCP (10x10),H-300,Isoniazid,300 mg,Isonizid 300mg uncoated tablets.,5.0,0.0215,0.0,0,0,0,0,0,1,1,0,0
1074.0,HPST-Q-TIB-(L)-30,HPST-Q-TIB, Isoniazid/Pyridoxine hydrochl/Sulfamethoxazole/Trimethoprim,300 mg/25 mg/800 mg/160 mg,"Isoniazid/Pyridoxine hydrochloride/Sulfamethoxazole/Trimethoprim 300 mg/25 mg/800 mg/160 mg
Tablets contains isoniazid, pyridoxine hydrochloride, sulfamethoxazole and trimethoprim.",13.0,1.99,100.0,0,0,0,0,0,0,0,1,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,11.0,3.5,0.0,0,0,0,0,0,1,1,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,11.0,3.6,0.0,0,0,0,0,0,0,0,1,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,11.0,3.8,0.0,0,0,0,0,1,0,0,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,4.69,0.0,0,0,0,0,0,1,1,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,4.79,0.0,0,0,0,0,0,1,1,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,6.9,0.0,0,0,0,0,1,0,0,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,8.23,0.0,0,0,0,0,1,0,0,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,8.89,0.0,0,0,0,0,1,0,0,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,68.0,10.22,0.0,0,0,0,0,1,0,0,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,74.0,3.068,0.0,0,0,0,0,0,1,1,0,0
904.0,Imp/Cls-500/500-(V)-10,Imp/Cls-500/500,Imipenem / Cilastatin,500 mg / 500 mg,Imipenem / Cilastatin 500 mg &#43; 500 mg powder for solution for IV infusion,74.0,3.1,100.0,0,0,0,0,0,0,0,1,0
978.0,Km-0.5-(A)-10,Km-0.5,Kanamycin Sulphate,0.5g,Kanamycin 0.5g/2ml solution for injection in plain glass ampoule.,77.0,0.055,0.0,0,0,0,0,1,0,0,0,0
978.0,Km-0.5-(A)-10,Km-0.5,Kanamycin Sulphate,0.5g,Kanamycin 0.5g/2ml solution for injection in plain glass ampoule.,77.0,0.55,0.0,0,0,0,0,0,1,0,0,0
978.0,Km-0.5-(A)-10,Km-0.5,Kanamycin Sulphate,0.5g,Kanamycin 0.5g/2ml solution for injection in plain glass ampoule.,77.0,0.55,0.0,0,0,0,0,1,0,0,0,0
996.0,Km-0.5-(V)-50,Km-0.5,Kanamycin,0.5 g,Kanamycin (sulfate) 0.5g powder for injection.,5.0,0.85,0.0,0,0,0,0,0,1,0,0,0
996.0,Km-0.5-(V)-50,Km-0.5,Kanamycin,0.5 g,Kanamycin (sulfate) 0.5g powder for injection.,5.0,0.85,100.0,0,0,0,0,0,0,0,1,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,5.0,0.92,0.0,0,0,0,0,0,1,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,5.0,0.92,100.0,0,0,0,0,0,0,0,1,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.68,0.0,0,0,0,0,0,0,0,1,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.7692,0.0,1,0,0,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.7914,0.0,1,0,0,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.8106,0.0,1,0,0,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.826,0.0,0,1,1,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.8368,0.0,1,0,0,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.8622,0.0,0,1,1,0,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,0.9,0.0,0,0,0,1,0,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,1.0,0.0,0,0,0,0,1,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,1.6716,0.0,0,0,0,0,1,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,1.7212,0.0,0,0,0,0,1,0,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,11.0,2.25,0.0,0,0,0,0,0,1,0,0,0
40.0,Km-1-(V)-50,Km-1,Kanamycin,1 g,Kanamycin (sulfate) 1 gram powder for injection ,28.0,0.7692,0.0,1,0,0,0,0,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,5.0,2.31,0.0,0,0,0,1,1,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.31,0.0,0,0,0,1,1,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.33,0.0,0,0,0,0,0,0,0,1,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.336,0.0,0,0,0,0,0,0,0,1,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.35,100.0,1,0,0,0,0,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.36,0.0,0,0,0,0,0,1,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.36,0.0,0,0,0,0,0,1,1,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.36,100.0,0,0,0,0,1,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.365,0.0,0,0,0,0,0,0,0,1,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.56,0.0,0,0,0,0,1,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.58,0.0,0,0,0,1,0,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.58,0.0,0,1,1,0,0,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.58,0.0,1,0,0,0,0,0,0,0,0
583.0,Km-1-(A)-10,Km-1,Kanamycin,1 g,Kanamycin 1g/4ml solution for injection. ,42.0,2.595,100.0,1,0,0,0,0,0,0,0,0
997.0,Km-1-(A)-5,Km-1,Kanamycin,1 g,TBC,77.0,0.63,0.0,0,0,0,0,0,1,0,0,0
1059.0,Lfx-100-(B-DT)-100,Lfx-100,Levofloxacin,100 mg,Each dispersible tablet contains Levofloxacin 100mg,5.0,0.85,0.0,0,0,0,0,0,0,0,1,0
1059.0,Lfx-100-(B-DT)-100,Lfx-100,Levofloxacin,100 mg,Each dispersible tablet contains Levofloxacin 100mg,5.0,1.0,0.0,0,0,0,0,0,1,1,0,0
1059.0,Lfx-100-(B-DT)-100,Lfx-100,Levofloxacin,100 mg,Each dispersible tablet contains Levofloxacin 100mg,60.0,0.9,100.0,0,0,0,0,0,0,0,1,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,5.0,0.0275,60.0,0,0,0,0,0,0,0,1,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,5.0,0.0279,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,5.0,0.0331,0.0,0,0,0,0,1,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,5.0,0.05,0.0,1,0,0,0,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,13.0,0.0475,0.0,0,1,1,0,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,13.0,0.055,0.0,1,0,0,0,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,13.0,0.074,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0369,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0374,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0378,0.0,0,0,0,0,0,0,0,1,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0379,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0381,0.0,0,0,0,0,1,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0384,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0386,0.0,0,0,0,0,1,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0391,0.0,0,0,0,0,1,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0396,0.0,0,0,0,0,1,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0401,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0408,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0415,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,17.0,0.0421,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,60.0,0.0271,40.0,0,0,0,0,0,0,0,1,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,60.0,0.0841,0.0,0,0,0,1,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,60.0,0.0874,0.0,0,1,1,0,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,65.0,0.044,0.0,0,0,0,0,0,1,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,65.0,0.0514,0.0,0,1,1,0,0,0,0,0,0
60.0,Lfx-250-(B)-100,Lfx-250,Levofloxacin,250 mg,Levofloxacin 250mg film coated tablets.,65.0,0.055,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,5.0,0.0491,0.0,0,0,0,0,0,1,1,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,5.0,0.0495,60.0,0,0,0,0,0,0,0,1,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,5.0,0.0592,0.0,0,0,0,0,1,0,0,0,0
61.0,Lfx-500-(B)-100,Lfx-500,Levofloxacin,500 mg,Levofloxacin 500mg film coated tablets.,5.0,0.0785,0.0,1,0,0,0,0,0,0,0,0
